Rank Number,Institution,Country,National Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,Score,Global_Region,Overall_Score_Normalized
1765,Guglielmo Marconi University,Italy,62,,,,1690,67.1,Europe,0.026627218934910993
1766,Alfaisal University,Saudi Arabia,17,,,,1691,67.1,Asia,0.026627218934910993
1767,University of the West of Scotland,United Kingdom,85,,1257,,1692,67.1,Europe,0.026627218934910993
1768,Shandong Jianzhu University,China,310,,,,1695,67.1,Asia,0.026627218934910993
1769,Iwate Medical University,Japan,95,,,,1697,67.1,Asia,0.026627218934910993
1770,Estonian University of Life Sciences,Estonia,3,,,,1698,67.1,Europe,0.026627218934910993
1771,European University Institute,Italy,63,,,,1699,67.0,Europe,0.023668639053254354
1772,Islamia University of Bahawalpur,Pakistan,11,,,,1700,67.0,Asia,0.023668639053254354
1773,Xi'an Technological University,China,311,,,,1701,67.0,Asia,0.023668639053254354
1774,Pontifical Catholic University of Rio de Janeiro,Brazil,44,,411,,1796,67.0,America,0.023668639053254354
1775,Wuyi University (Guangdong),China,312,,,,1702,67.0,Asia,0.023668639053254354
1776,Kingston University,United Kingdom,86,534,577,,1758,67.0,Europe,0.023668639053254354
1777,Appalachian State University,USA,296,,1106,,1707,67.0,America,0.023668639053254354
1778,Western Washington University,USA,297,,1217,,1705,67.0,America,0.023668639053254354
1779,Menlo College,USA,298,,62,,,67.0,America,0.023668639053254354
1780,University of Zielona Góra,Poland,33,,,,1706,67.0,Europe,0.023668639053254354
1781,Kansai Medical University,Japan,96,,,,1708,67.0,Asia,0.023668639053254354
1782,University of Cassino and Southern Lazio,Italy,64,,,,1709,67.0,Europe,0.023668639053254354
1783,Yazd University,Iran,34,,,,1710,67.0,Asia,0.023668639053254354
1784,University of the Philippines Diliman,Philippines,2,,,,1711,67.0,Asia,0.023668639053254354
1785,Pontifical Catholic University of Paraná,Brazil,45,,1697,,1712,67.0,America,0.023668639053254354
1786,Comillas Pontifical University,Spain,49,,125,,,67.0,Europe,0.023668639053254354
1787,Chongqing University of Technology,China,313,,,,1714,67.0,Asia,0.023668639053254354
1788,Eastern Mediterranean University,Northern Cyprus,2,,,,1715,67.0,Asia,0.023668639053254354
1789,Illinois State University,USA,299,,781,,1739,67.0,America,0.023668639053254354
1790,Sohag University,Egypt,18,,,,1716,67.0,Africa,0.023668639053254354
1791,Kocaeli University,Turkey,39,,,,1718,67.0,Asia,0.023668639053254354
1793,National University of Cuyo,Argentina,6,,,,1720,67.0,America,0.023668639053254354
1794,University of Zimbabwe,Zimbabwe,1,,1208,,1724,67.0,Africa,0.023668639053254354
1795,Polytechnic University of Cartagena,Spain,50,,,,1721,67.0,Europe,0.023668639053254354
1796,Gansu Agricultural University,China,315,,,,1722,67.0,Asia,0.023668639053254354
1797,Agricultural University of Athens,Greece,10,,,,1723,67.0,Europe,0.023668639053254354
1798,Inner Mongolia Agricultural University,China,316,,894,,1742,66.9,Asia,0.020710059171597718
1799,Sakarya University,Turkey,40,,,,1725,66.9,Asia,0.020710059171597718
1800,Beijing University of Civil Engineering and Architecture,China,317,,,,1726,66.9,Asia,0.020710059171597718
1801,University of Ha'il,Saudi Arabia,18,,,,1728,66.9,Asia,0.020710059171597718
1802,Ontario Tech University,Canada,37,,,,1730,66.9,America,0.020710059171597718
1803,Bahir Dar University,Ethiopia,5,,,,1731,66.9,Africa,0.020710059171597718
1804,Franklin & Marshall College,USA,300,85,377,,,66.9,America,0.020710059171597718
1805,Xihua University,China,318,,,,1732,66.9,Asia,0.020710059171597718
1806,Gadjah Mada University,Indonesia,2,,,,1734,66.9,Asia,0.020710059171597718
1807,University of Louisiana at Lafayette,USA,301,,,,1735,66.9,America,0.020710059171597718
1808,University of Tarapacá,Chile,13,,,,1736,66.9,America,0.020710059171597718
1810,Minjiang University,China,319,,,,1740,66.9,Asia,0.020710059171597718
1811,Eulji University,South Korea,51,,,,1741,66.9,Asia,0.020710059171597718
1812,University of Niš,Serbia,4,,,,1743,66.9,Europe,0.020710059171597718
1813,Kerman University of Medical Sciences,Iran,35,,,,1744,66.9,Asia,0.020710059171597718
1814,Cyprus University of Technology,Cyprus,2,,,,1745,66.9,Asia,0.020710059171597718
1815,University of Toulouse-Jean Jaurès,France,65,,,,1746,66.9,Europe,0.020710059171597718
1816,"Indian Institute of Science Education and Research, Bhopal",India,52,,,,1747,66.9,Asia,0.020710059171597718
1817,Süleyman Demirel University,Turkey,41,,,,1749,66.9,Asia,0.020710059171597718
1818,South Dakota School of Mines and Technology,USA,302,126,,,,66.9,America,0.020710059171597718
1819,South Ural State University,Russia,34,,1186,,1755,66.9,Europe,0.020710059171597718
1820,National Yunlin University of Science and Technology,Taiwan,28,,,,1751,66.9,Asia,0.020710059171597718
1821,Autonomous University of Chile,Chile,14,,,,1752,66.9,America,0.020710059171597718
1822,University of La Rioja,Spain,51,,,,1753,66.9,Europe,0.020710059171597718
1823,Eskişehir Osmangazi University,Turkey,42,,,,1756,66.9,Asia,0.020710059171597718
1824,New York University Shanghai,China,320,,,,1757,66.9,Asia,0.020710059171597718
1825,Embry-Riddle Aeronautical University,USA,303,,1544,,1760,66.8,America,0.017751479289940662
1826,University of Talca,Chile,15,,,,1759,66.8,America,0.017751479289940662
1827,Jiangxi University of Finance and Economics,China,321,,674,,1789,66.8,Asia,0.017751479289940662
1828,Industrial University of Santander,Colombia,6,,,,1761,66.8,America,0.017751479289940662
1829,Ibaraki University,Japan,97,,,,1762,66.8,Asia,0.017751479289940662
1830,University of Trier,Germany,68,,,,1763,66.8,Europe,0.017751479289940662
1831,Institute for Pure and Applied Mathematics (IMPA),Brazil,46,115,,235,,66.8,America,0.017751479289940662
1832,Southern Federal University,Russia,35,,,,1765,66.8,Europe,0.017751479289940662
1833,A.A. Kharkevich Institute for Information Transmission Problems of the Russian Academy of Sciences,Russia,36,,,,1766,66.8,Europe,0.017751479289940662
1834,Adolfo Ibáñez University,Chile,16,,726,,1786,66.8,America,0.017751479289940662
1835,Hungarian University of Agriculture and Life Sciences,Hungary,7,,,,1767,66.8,Europe,0.017751479289940662
1836,Federal University of Triângulo Mineiro,Brazil,47,,,,1768,66.8,America,0.017751479289940662
1837,Jouf University,Saudi Arabia,19,,,,1769,66.8,Asia,0.017751479289940662
1838,"Amity University, Noida",India,53,,,,1770,66.8,Asia,0.017751479289940662
1839,Rajiv Gandhi University of Health Sciences,India,54,,,,1771,66.8,Asia,0.017751479289940662
1840,Taiyuan University of Science and Technology,China,322,,1511,,1772,66.8,Asia,0.017751479289940662
1841,National University of Mar del Plata,Argentina,7,,,,1773,66.8,America,0.017751479289940662
1842,University of North Carolina Wilmington,USA,304,,,,1774,66.8,America,0.017751479289940662
1843,University of Colombo,Sri Lanka,3,,,,1775,66.8,Asia,0.017751479289940662
1844,Northeast Electric Power University,China,323,,801,,1793,66.8,Asia,0.017751479289940662
1845,An-Najah National University,Palestine,1,,,,1776,66.8,Asia,0.017751479289940662
1846,Malmö University,Sweden,15,,,,1777,66.8,Europe,0.017751479289940662
1847,Laurentian University,Canada,38,,418,,1878,66.8,America,0.017751479289940662
1848,University of Fukui,Japan,98,,,,1778,66.8,Asia,0.017751479289940662
1849,Ahmadu Bello University,Nigeria,4,502,1517,,1781,66.8,Africa,0.017751479289940662
1850,Ohio Wesleyan University,USA,305,60,168,,,66.8,America,0.017751479289940662
1851,Nicolaus Copernicus Astronomical Center of the Polish Academy of Sciences,Poland,34,,,,1780,66.8,Europe,0.017751479289940662
1852,G.K. Boreskov Institute of Catalysis of the Siberian Branch of the Russian Academy of Sciences,Russia,37,,,,1782,66.7,Europe,0.014792899408284025
1853,Hongik University,South Korea,52,,976,,1794,66.7,Asia,0.014792899408284025
1854,Northeast Petroleum University,China,324,,1672,,1783,66.7,Asia,0.014792899408284025
1855,Myongji University,South Korea,53,,1690,,1784,66.7,Asia,0.014792899408284025
1856,Dokkyo Medical University,Japan,99,,,,1785,66.7,Asia,0.014792899408284025
1857,Irkutsk Scientific Center of the Siberian Branch of the Russian Academy of Sciences,Russia,38,,,,1787,66.7,Europe,0.014792899408284025
1858,Kongju National University,South Korea,54,,,,1788,66.7,Asia,0.014792899408284025
1859,Saratov Scientific Center of the Russian Academy of Sciences,Russia,39,,,,1790,66.7,Europe,0.014792899408284025
1860,St. John's University,USA,306,,213,,,66.7,America,0.014792899408284025
1861,Kennesaw State University,USA,307,,,,1791,66.7,America,0.014792899408284025
1862,Osaka Medical and Pharmaceutical University,Japan,100,,,,1792,66.7,Asia,0.014792899408284025
1863,Marshall University,USA,308,421,485,,1874,66.7,America,0.014792899408284025
1864,University of Molise,Italy,65,,,,1795,66.7,Europe,0.014792899408284025
1865,Kyoto University of Education,Japan,101,,,,1797,66.7,Asia,0.014792899408284025
1866,University of Toulon,France,66,,,,1798,66.7,Europe,0.014792899408284025
1867,Trinity University,USA,309,,190,,,66.7,America,0.014792899408284025
1868,Nanjing Institute of Technology,China,325,151,1541,,1965,66.7,Asia,0.014792899408284025
1869,Shenyang University of Technology,China,326,,,,1799,66.7,Asia,0.014792899408284025
1870,IFP School,France,67,,63,,,66.7,Europe,0.014792899408284025
1871,Hiroshima Institute of Technology,Japan,102,,,,1800,66.7,Asia,0.014792899408284025
1872,Changchun University of Technology,China,327,,,,1801,66.7,Asia,0.014792899408284025
1873,University of Westminster,United Kingdom,87,315,1294,,1826,66.7,Europe,0.014792899408284025
1874,New Mexico Institute of Mining and Technology,USA,310,,,,1802,66.7,America,0.014792899408284025
1875,Tianjin University of Traditional Chinese Medicine,China,328,,,,1803,66.7,Asia,0.014792899408284025
1876,University of Desarrollo,Chile,17,,,,1804,66.7,America,0.014792899408284025
1877,University of Management and Technology,Pakistan,12,,,,1805,66.7,Asia,0.014792899408284025
1878,SASTRA,India,55,,,,1806,66.7,Asia,0.014792899408284025
1879,Hanoi Medical University,Vietnam,5,,,,1807,66.7,Asia,0.014792899408284025
1880,Punjab Agricultural University,India,56,331,,,1830,66.6,Asia,0.011834319526626967
1882,National Dong Hwa University,Taiwan,29,,,,1809,66.6,Asia,0.011834319526626967
1883,Riga Technical University,Latvia,2,,,,1810,66.6,Europe,0.011834319526626967
1884,Indian Institute of Technology Ropar,India,57,,,,1811,66.6,Asia,0.011834319526626967
1885,"Indian Institute of Science Education and Research, Mohali",India,58,,,,1812,66.6,Asia,0.011834319526626967
1886,Oita University,Japan,103,,,,1813,66.6,Asia,0.011834319526626967
1887,Cracow University of Technology,Poland,35,,,,1814,66.6,Europe,0.011834319526626967
1888,WHU – Otto Beisheim School of Management,Germany,69,,111,,,66.6,Europe,0.011834319526626967
1889,University of Artois,France,68,,,,1816,66.6,Europe,0.011834319526626967
1890,Malaviya National Institute of Technology Jaipur,India,59,,,,1817,66.6,Asia,0.011834319526626967
1891,Suez University,Egypt,19,,,,1818,66.6,Africa,0.011834319526626967
1892,Karlstad University,Sweden,16,,1360,,1823,66.6,Europe,0.011834319526626967
1893,Wrocław University of Environmental and Life Sciences,Poland,36,,,,1819,66.6,Europe,0.011834319526626967
1894,"Goldsmiths, University of London",United Kingdom,88,417,,,1829,66.6,Europe,0.011834319526626967
1895,University of Rzeszów,Poland,37,,,,1820,66.6,Europe,0.011834319526626967
1896,Sanjay Gandhi Postgraduate Institute of Medical Sciences,India,60,,,,1821,66.6,Asia,0.011834319526626967
1897,Gangneung-Wonju National University,South Korea,55,,,,1822,66.6,Asia,0.011834319526626967
1898,Tzu Chi University,Taiwan,30,,,,1825,66.6,Asia,0.011834319526626967
1899,University of Jeddah,Saudi Arabia,20,,,,1827,66.6,Asia,0.011834319526626967
1900,Bandung Institute of Technology,Indonesia,3,,595,,1888,66.6,Asia,0.011834319526626967
1901,Sidi Mohamed Ben Abdellah University,Morocco,5,,,,1831,66.6,Africa,0.011834319526626967
1902,Anhui Polytechnic University,China,330,,1640,,1832,66.6,Asia,0.011834319526626967
1903,Haramaya University,Ethiopia,6,,,,1833,66.6,Africa,0.011834319526626967
1904,Lebanese University,Lebanon,3,,,,1834,66.6,Asia,0.011834319526626967
1905,University of Karachi,Pakistan,13,,,,1835,66.6,Asia,0.011834319526626967
1906,American University in Cairo,Egypt,20,,240,,,66.6,Africa,0.011834319526626967
1907,Leeds Beckett University,United Kingdom,89,,,,1836,66.6,Europe,0.011834319526626967
1908,James Madison University,USA,311,,672,,1885,66.5,America,0.008875739644970331
1909,"Indian Institute of Science Education and Research, Thiruvananthapuram",India,61,,,,1837,66.5,Asia,0.008875739644970331
1910,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,21,,1272,,1841,66.5,Asia,0.008875739644970331
1911,Federal University of Ouro Preto,Brazil,48,,,,1838,66.5,America,0.008875739644970331
1912,Bond University,Australia,39,,1370,,1840,66.5,Oceania,0.008875739644970331
1913,University of Malaysia Terengganu,Malaysia,9,,,,1839,66.5,Asia,0.008875739644970331
1914,Tunghai University,Taiwan,31,,1310,,1845,66.5,Asia,0.008875739644970331
1915,Huaiyin Normal University,China,331,,,,1842,66.5,Asia,0.008875739644970331
1916,University of Bergamo,Italy,66,,,,1843,66.5,Europe,0.008875739644970331
1917,Hanoi University of Science and Technology,Vietnam,6,,,,1844,66.5,Asia,0.008875739644970331
1918,Harokopio University,Greece,11,,,,1846,66.5,Europe,0.008875739644970331
1919,Jönköping University,Sweden,17,,1617,,1847,66.5,Europe,0.008875739644970331
1920,"West Pomeranian University of Technology, Szczecin",Poland,38,,,,1848,66.5,Europe,0.008875739644970331
1921,Wuhan Polytechnic University,China,332,,,,1849,66.5,Asia,0.008875739644970331
1922,Kharazmi University,Iran,36,,,,1850,66.5,Asia,0.008875739644970331
1923,Alborz University of Medical Sciences,Iran,37,,,,1851,66.5,Asia,0.008875739644970331
1924,"Institute of Chemical Technology, Mumbai",India,62,,,,1852,66.5,Asia,0.008875739644970331
1925,European University of Madrid,Spain,52,,,,1853,66.5,Europe,0.008875739644970331
1926,Brooklyn College,USA,312,129,1628,,,66.5,America,0.008875739644970331
1927,Delhi Technological University,India,63,,,,1854,66.5,Asia,0.008875739644970331
1928,Institute of Mathematics of the Polish Academy of Sciences,Poland,39,,,,1855,66.5,Europe,0.008875739644970331
1929,University of Mazandaran,Iran,38,,,,1856,66.5,Asia,0.008875739644970331
1930,Federal University of Campina Grande,Brazil,49,,,,1857,66.5,America,0.008875739644970331
1931,University of Ostrava,Czech Republic,11,,,,1858,66.5,Europe,0.008875739644970331
1932,Union College,USA,313,172,116,,,66.5,America,0.008875739644970331
1933,Florida Agricultural and Mechanical University,USA,314,,,,1859,66.5,America,0.008875739644970331
1934,Towson University,USA,315,,790,,1890,66.5,America,0.008875739644970331
1935,Giresun University,Turkey,43,,,,1860,66.5,Asia,0.008875739644970331
1936,Xi’an University of Posts & Telecommunications,China,333,,,,1861,66.4,Asia,0.005917159763313694
1937,University of La Réunion,France,69,,,,1862,66.4,Europe,0.005917159763313694
1938,Anadolu University,Turkey,44,,,,1863,66.4,Asia,0.005917159763313694
1939,First Institute of Oceanography,China,334,,,,1866,66.4,Asia,0.005917159763313694
1940,University of Antofagasta,Chile,18,,,,1867,66.4,America,0.005917159763313694
1941,University of Sousse,Tunisia,5,,,,1868,66.4,Africa,0.005917159763313694
1942,Hamadan University of Medical Sciences,Iran,39,,,,1869,66.4,Asia,0.005917159763313694
1943,Manisa Celal Bayar University,Turkey,45,,,,1870,66.4,Asia,0.005917159763313694
1944,University of Vic - Central University of Catalonia,Spain,53,,,,1871,66.4,Europe,0.005917159763313694
1945,Kawasaki Medical School,Japan,104,,,,1872,66.4,Asia,0.005917159763313694
1946,Federal University of Alagoas,Brazil,50,,,,1873,66.4,America,0.005917159763313694
1947,Shoolini University,India,64,,,,1875,66.4,Asia,0.005917159763313694
1948,Kaunas University of Technology,Lithuania,3,,,,1876,66.4,Europe,0.005917159763313694
1949,Cooper Union,USA,316,46,702,,,66.4,America,0.005917159763313694
1950,Federal University of Piauí,Brazil,51,,,,1877,66.4,America,0.005917159763313694
1952,Jilin Normal University,China,335,,,,1880,66.4,Asia,0.005917159763313694
1953,University of Jammu,India,65,,,,1881,66.4,Asia,0.005917159763313694
1954,Akita University,Japan,105,,,,1882,66.4,Asia,0.005917159763313694
1955,Bingöl University,Turkey,46,,,,1883,66.4,Asia,0.005917159763313694
1956,Siberian Federal University,Russia,41,,1713,,1884,66.4,Europe,0.005917159763313694
1957,ESCP Business School,France,70,,121,,,66.4,Europe,0.005917159763313694
1958,Shenzhen Polytechnic University,China,336,,,,1886,66.4,Asia,0.005917159763313694
1959,Muhimbili University of Health and Allied Sciences,Tanzania,1,,,,1887,66.4,Africa,0.005917159763313694
1960,Technical University of Košice,Slovak Republic,4,,,,1889,66.4,Europe,0.005917159763313694
1961,Shahrood University of Technology,Iran,40,,,,1891,66.4,Asia,0.005917159763313694
1962,Minzu University of China,China,337,,,,1892,66.4,Asia,0.005917159763313694
1963,Institut supérieur de l'aéronautique et de l'espace,France,71,,173,,,66.4,Europe,0.005917159763313694
1964,Shiraz University of Technology,Iran,41,,,,1893,66.4,Asia,0.005917159763313694
1965,Istanbul Medeniyet University,Turkey,47,,,,1895,66.3,Asia,0.002958579881656637
1966,Obafemi Awolowo University,Nigeria,5,,1715,,1896,66.3,Africa,0.002958579881656637
1968,National Institute of Mental Health and Neurosciences,India,66,,,,1897,66.3,Asia,0.002958579881656637
1969,Yanbian University,China,338,,,,1898,66.3,Asia,0.002958579881656637
1970,Baqiyatallah University of Medical Sciences,Iran,42,,,,1899,66.3,Asia,0.002958579881656637
1971,University of Bialystok,Poland,40,,,,1900,66.3,Europe,0.002958579881656637
1972,Pamukkale University,Turkey,48,,,,1901,66.3,Asia,0.002958579881656637
1973,Japan Advanced Institute of Science and Technology,Japan,106,,,,1902,66.3,Asia,0.002958579881656637
1974,Southwest Minzu University,China,339,,,,1903,66.3,Asia,0.002958579881656637
1975,Gebze Technical University,Turkey,49,,,,1904,66.3,Asia,0.002958579881656637
1976,Pirogov Russian National Research Medical University,Russia,42,,,,1905,66.3,Europe,0.002958579881656637
1977,East Tennessee State University,USA,317,,,,1906,66.3,America,0.002958579881656637
1978,Pondicherry University,India,67,,,,1907,66.3,Asia,0.002958579881656637
1979,Aswan University,Egypt,21,,,,1908,66.3,Africa,0.002958579881656637
1980,Mimar Sinan Fine Arts University,Turkey,50,,,,1909,66.3,Asia,0.002958579881656637
1981,Sichuan University of Science & Engineering,China,340,,,,1910,66.3,Asia,0.002958579881656637
1982,M.M. Shemyakin and Y.A. Ovchinnikov Institute of Bioorganic Chemistry of the Russian Academy of Sciences,Russia,43,,,,1911,66.3,Europe,0.002958579881656637
1983,College of Charleston,USA,318,,,,1912,66.3,America,0.002958579881656637
1984,Mid Sweden University,Sweden,18,,1672,,1913,66.3,Europe,0.002958579881656637
1985,Meiji University,Japan,107,,630,,1956,66.3,Asia,0.002958579881656637
1986,Sinop University,Turkey,51,,,,1914,66.3,Asia,0.002958579881656637
1987,Hebei University of Engineering,China,341,,,,1916,66.3,Asia,0.002958579881656637
1988,Civil Aviation University of China,China,342,,1058,,1921,66.3,Asia,0.002958579881656637
1989,Reichman University,Israel,9,,523,,1996,66.3,Asia,0.002958579881656637
1990,University of Madras,India,68,351,575,,,66.3,Asia,0.002958579881656637
1991,Gorgan University of Agricultural Sciences & Natural Resources,Iran,43,,,,1917,66.3,Asia,0.002958579881656637
1992,Catholic University of Daegu,South Korea,56,,,,1918,66.3,Asia,0.002958579881656637
1994,Technological Institute of Aeronautics,Brazil,52,,159,,,66.2,America,0.0
1995,Kettering University,USA,319,,74,,,66.2,America,0.0
1996,Hunan University of Technology,China,344,,,,1920,66.2,Asia,0.0
1997,Guizhou Normal University,China,345,,,,1922,66.2,Asia,0.0
1998,Bengbu Medical University,China,346,,,,1924,66.2,Asia,0.0
1999,Federal University of Amazonas,Brazil,53,,,,1925,66.2,America,0.0
2000,Başkent University,Turkey,52,,1223,,1930,66.2,Asia,0.0
